Name,ID,Has Block,Mod,Class
minecraft:experience_bottle,384,false,minecraft,net.minecraft.item.ItemExpBottle
minecraft:fire_charge,385,false,minecraft,net.minecraft.item.ItemFireball
minecraft:writable_book,386,false,minecraft,net.minecraft.item.ItemWritableBook
minecraft:written_book,387,false,minecraft,net.minecraft.item.ItemEditableBook
minecraft:emerald,388,false,minecraft,net.minecraft.item.Item
minecraft:item_frame,389,false,minecraft,net.minecraft.item.ItemHangingEntity
minecraft:flower_pot,390,false,minecraft,net.minecraft.item.ItemReed
minecraft:carrot,391,false,minecraft,net.minecraft.item.ItemSeedFood
minecraft:potato,392,false,minecraft,net.minecraft.item.ItemSeedFood
minecraft:baked_potato,393,false,minecraft,net.minecraft.item.ItemFood
minecraft:poisonous_potato,394,false,minecraft,net.minecraft.item.ItemFood
minecraft:map,395,false,minecraft,net.minecraft.item.ItemEmptyMap
minecraft:golden_carrot,396,false,minecraft,net.minecraft.item.ItemFood
minecraft:skull,397,false,minecraft,net.minecraft.item.ItemSkull
minecraft:carrot_on_a_stick,398,false,minecraft,net.minecraft.item.ItemCarrotOnAStick
minecraft:nether_star,399,false,minecraft,net.minecraft.item.ItemSimpleFoiled
minecraft:pumpkin_pie,400,false,minecraft,net.minecraft.item.ItemFood
minecraft:fireworks,401,false,minecraft,net.minecraft.item.ItemFirework
minecraft:firework_charge,402,false,minecraft,net.minecraft.item.ItemFireworkCharge
minecraft:enchanted_book,403,false,minecraft,net.minecraft.item.ItemEnchantedBook
minecraft:comparator,404,false,minecraft,net.minecraft.item.ItemReed
minecraft:netherbrick,405,false,minecraft,net.minecraft.item.Item
minecraft:quartz,406,false,minecraft,net.minecraft.item.Item
minecraft:tnt_minecart,407,false,minecraft,net.minecraft.item.ItemMinecart
minecraft:hopper_minecart,408,false,minecraft,net.minecraft.item.ItemMinecart
IC2:blockMetal,409,true,IC2,ic2.core.item.block.ItemBlockMetal
IC2:blockCable,410,true,IC2,ic2.core.item.block.ItemBlockIC2
IC2:blockKineticGenerator,411,true,IC2,ic2.core.item.block.ItemKineticGenerator
IC2:blockHeatGenerator,412,true,IC2,ic2.core.item.block.ItemHeatGenerator
IC2:blockGenerator,413,true,IC2,ic2.core.item.block.ItemGenerator
IC2:blockReactorChamber,414,true,IC2,ic2.core.item.block.ItemBlockIC2
IC2:blockReactorFluidPort,415,true,IC2,ic2.core.item.block.ItemBlockIC2
IC2:blockReactorAccessHatch,416,true,IC2,ic2.core.item.block.ItemBlockIC2
minecraft:iron_horse_armor,417,false,minecraft,net.minecraft.item.Item
minecraft:golden_horse_armor,418,false,minecraft,net.minecraft.item.Item
minecraft:diamond_horse_armor,419,false,minecraft,net.minecraft.item.Item
minecraft:lead,420,false,minecraft,net.minecraft.item.ItemLead
minecraft:name_tag,421,false,minecraft,net.minecraft.item.ItemNameTag
minecraft:command_block_minecart,422,false,minecraft,net.minecraft.item.ItemMinecart
IC2:blockReactorRedstonePort,423,true,IC2,ic2.core.item.block.ItemBlockIC2
IC2:blockreactorvessel,424,true,IC2,ic2.core.item.block.ItemBlockIC2
IC2:blockElectric,425,true,IC2,ic2.core.item.block.ItemElectricBlock
IC2:blockChargepad,426,true,IC2,ic2.core.item.block.ItemChargepadBlock
IC2:blockMachine,427,true,IC2,ic2.core.item.block.ItemMachine
IC2:blockMachine2,428,true,IC2,ic2.core.item.block.ItemMachine2
IC2:blockMachine3,429,true,IC2,ic2.core.item.block.ItemMachine3
IC2:blockLuminatorDark,430,true,IC2,ic2.core.item.block.ItemLuminator
IC2:blockLuminator,431,true,IC2,ic2.core.item.block.ItemLuminator
IC2:blockMiningPipe,432,true,IC2,ic2.core.item.block.ItemBlockIC2
IC2:blockMiningTip,433,true,IC2,ic2.core.item.block.ItemBlockIC2
IC2:blockPersonal,434,true,IC2,ic2.core.item.block.ItemPersonalBlock
IC2:blockITNT,435,true,IC2,ic2.core.item.block.ItemBlockIC2
IC2:blockNuke,436,true,IC2,ic2.core.item.block.ItemBlockIC2
IC2:blockDynamite,437,true,IC2,ic2.core.item.block.ItemBlockIC2
IC2:blockDynamiteRemote,438,true,IC2,ic2.core.item.block.ItemBlockIC2
IC2:blockCrop,439,true,IC2,ic2.core.item.block.ItemBlockIC2
IC2:blockBarrel,440,true,IC2,ic2.core.item.block.ItemBlockIC2
IC2:fluidUuMatter,441,true,IC2,ic2.core.item.block.ItemBlockIC2
IC2:fluidConstructionFoam,442,true,IC2,ic2.core.item.block.ItemBlockIC2
IC2:fluidCoolant,443,true,IC2,ic2.core.item.block.ItemBlockIC2
IC2:fluidHotCoolant,444,true,IC2,ic2.core.item.block.ItemBlockIC2
IC2:fluidPahoehoeLava,445,true,IC2,ic2.core.item.block.ItemBlockIC2
IC2:fluidBiomass,446,true,IC2,ic2.core.item.block.ItemBlockIC2
IC2:fluidBiogas,447,true,IC2,ic2.core.item.block.ItemBlockIC2
IC2:fluidDistilledWater,448,true,IC2,ic2.core.item.block.ItemBlockIC2
IC2:fluidSuperheatedSteam,449,true,IC2,ic2.core.item.block.ItemBlockIC2
IC2:fluidSteam,450,true,IC2,ic2.core.item.block.ItemBlockIC2
IC2:fluidHotWater,451,true,IC2,ic2.core.item.block.ItemBlockIC2
Forestry:core,452,true,Forestry,forestry.core.items.ItemBlockForestry
Forestry:soil,453,true,Forestry,forestry.core.items.ItemBlockTyped
Forestry:resources,454,true,Forestry,forestry.core.items.ItemBlockForestry
Forestry:resourceStorage,455,true,Forestry,forestry.core.items.ItemBlockForestry
Forestry:fluid.bioethanol,456,true,Forestry,net.minecraft.item.ItemBlock
Forestry:fluid.biomass,457,true,Forestry,net.minecraft.item.ItemBlock
Forestry:fluid.glass,458,true,Forestry,net.minecraft.item.ItemBlock
Forestry:fluid.honey,459,true,Forestry,net.minecraft.item.ItemBlock
Forestry:fluid.ice,460,true,Forestry,net.minecraft.item.ItemBlock
Forestry:fluid.juice,461,true,Forestry,net.minecraft.item.ItemBlock
Forestry:fluid.milk,462,true,Forestry,net.minecraft.item.ItemBlock
Forestry:fluid.seedoil,463,true,Forestry,net.minecraft.item.ItemBlock
Forestry:fluid.short.mead,464,true,Forestry,net.minecraft.item.ItemBlock
Forestry:apiculture,465,true,Forestry,forestry.core.items.ItemBlockForestry
Forestry:apicultureChest,466,true,Forestry,forestry.core.items.ItemBlockForestry
Forestry:beehives,467,true,Forestry,forestry.core.items.ItemBlockForestry
Forestry:candle,468,true,Forestry,forestry.apiculture.items.ItemBlockCandle
Forestry:stump,469,true,Forestry,forestry.core.items.ItemBlockForestry
Forestry:alveary,470,true,Forestry,forestry.core.items.ItemBlockForestry
Forestry:logs,471,true,Forestry,forestry.arboriculture.items.ItemBlockWood
Forestry:planks,472,true,Forestry,forestry.arboriculture.items.ItemBlockWood
Forestry:slabs,473,true,Forestry,forestry.arboriculture.items.ItemBlockWood
Forestry:fences,474,true,Forestry,forestry.arboriculture.items.ItemBlockWood
Forestry:stairs,475,true,Forestry,forestry.arboriculture.items.ItemBlockWood
Forestry:logsFireproof,476,true,Forestry,forestry.arboriculture.items.ItemBlockWood
Forestry:planksFireproof,477,true,Forestry,forestry.arboriculture.items.ItemBlockWood
Forestry:slabsFireproof,478,true,Forestry,forestry.arboriculture.items.ItemBlockWood
Forestry:fencesFireproof,479,true,Forestry,forestry.arboriculture.items.ItemBlockWood
Forestry:stairsFireproof,480,true,Forestry,forestry.arboriculture.items.ItemBlockWood
Forestry:saplingGE,481,true,Forestry,forestry.core.items.ItemBlockForestry
Forestry:leaves,482,true,Forestry,forestry.arboriculture.items.ItemBlockLeaves
Forestry:pods,483,true,Forestry,forestry.core.items.ItemBlockForestry
Forestry:arboriculture,484,true,Forestry,forestry.core.items.ItemBlockForestry
Forestry:engine,485,true,Forestry,forestry.core.items.ItemBlockForestry
Forestry:factory,486,true,Forestry,forestry.core.items.ItemBlockForestry
Forestry:factory2,487,true,Forestry,forestry.core.items.ItemBlockNBT
Forestry:mushroom,488,true,Forestry,forestry.core.items.ItemBlockTyped
Forestry:ffarm,489,true,Forestry,forestry.farming.items.ItemBlockFarm
Forestry:lepidopterology,490,true,Forestry,forestry.core.items.ItemBlockForestry
Forestry:mail,491,true,Forestry,forestry.core.items.ItemBlockForestry
gregtech:gt.blockmachines,492,true,gregtech,gregtech.common.blocks.GT_Item_Machines
gregtech:gt.blockcasings,493,true,gregtech,gregtech.common.blocks.GT_Item_Casings1
gregtech:gt.blockcasings2,494,true,gregtech,gregtech.common.blocks.GT_Item_Casings2
gregtech:gt.blockcasings3,495,true,gregtech,gregtech.common.blocks.GT_Item_Casings3
gregtech:gt.blockcasings4,496,true,gregtech,gregtech.common.blocks.GT_Item_Casings4
gregtech:gt.blockgranites,497,true,gregtech,gregtech.common.blocks.GT_Item_Granites
gregtech:gt.blockconcretes,498,true,gregtech,gregtech.common.blocks.GT_Item_Concretes
gregtech:gt.blockores,499,true,gregtech,gregtech.common.blocks.GT_Item_Ores
gregtech:gt.blockmetal1,500,true,gregtech,gregtech.common.blocks.GT_Item_Storage
gregtech:gt.blockmetal2,501,true,gregtech,gregtech.common.blocks.GT_Item_Storage
gregtech:gt.blockmetal3,502,true,gregtech,gregtech.common.blocks.GT_Item_Storage
gregtech:gt.blockmetal4,503,true,gregtech,gregtech.common.blocks.GT_Item_Storage
gregtech:gt.blockmetal5,504,true,gregtech,gregtech.common.blocks.GT_Item_Storage
gregtech:gt.blockmetal6,505,true,gregtech,gregtech.common.blocks.GT_Item_Storage
gregtech:gt.blockmetal7,506,true,gregtech,gregtech.common.blocks.GT_Item_Storage
gregtech:gt.blockmetal8,507,true,gregtech,gregtech.common.blocks.GT_Item_Storage
gregtech:gt.blockgem1,508,true,gregtech,gregtech.common.blocks.GT_Item_Storage
gregtech:gt.blockgem2,509,true,gregtech,gregtech.common.blocks.GT_Item_Storage
gregtech:gt.blockgem3,510,true,gregtech,gregtech.common.blocks.GT_Item_Storage
gregtech:gt.blockreinforced,511,true,gregtech,gregtech.common.blocks.GT_Item_Storage
ImmersiveEngineering:ore,512,true,ImmersiveEngineering,blusunrize.immersiveengineering.common.blocks.ItemBlockIEBase
ImmersiveEngineering:storage,513,true,ImmersiveEngineering,blusunrize.immersiveengineering.common.blocks.ItemBlockIEBase
ImmersiveEngineering:storageSlab,514,true,ImmersiveEngineering,blusunrize.immersiveengineering.common.blocks.ItemBlockIESlabs
ImmersiveEngineering:metalDevice,515,true,ImmersiveEngineering,blusunrize.immersiveengineering.common.blocks.metal.ItemBlockMetalDevices
ImmersiveEngineering:metalDevice2,516,true,ImmersiveEngineering,blusunrize.immersiveengineering.common.blocks.metal.ItemBlockMetalDevices2
ImmersiveEngineering:metalDecoration,517,true,ImmersiveEngineering,blusunrize.immersiveengineering.common.blocks.metal.ItemBlockMetalDecorations
ImmersiveEngineering:metalMultiblock,518,true,ImmersiveEngineering,blusunrize.immersiveengineering.common.blocks.ItemBlockIEBase
ImmersiveEngineering:woodenDevice,519,true,ImmersiveEngineering,blusunrize.immersiveengineering.common.blocks.wooden.ItemBlockWoodenDevices
ImmersiveEngineering:woodenDecoration,520,true,ImmersiveEngineering,blusunrize.immersiveengineering.common.blocks.wooden.ItemBlockWoodenDecoration
ImmersiveEngineering:treatedWood,521,true,ImmersiveEngineering,blusunrize.immersiveengineering.common.blocks.ItemBlockIEBase
ImmersiveEngineering:woodenStairs,522,true,ImmersiveEngineering,net.minecraft.item.ItemBlock
ImmersiveEngineering:stoneDevice,523,true,ImmersiveEngineering,blusunrize.immersiveengineering.common.blocks.stone.ItemBlockStoneDevices
ImmersiveEngineering:stoneDecoration,524,true,ImmersiveEngineering,blusunrize.immersiveengineering.common.blocks.ItemBlockIEBase
ImmersiveEngineering:hemp,525,true,ImmersiveEngineering,net.minecraft.item.ItemBlock
ImmersiveEngineering:fakeLight,526,true,ImmersiveEngineering,blusunrize.immersiveengineering.common.blocks.ItemBlockIEBase
Automation:tile.ore,527,true,Automation,cd4017be.automation.Item.ItemOre
Automation:tile.pool,528,true,Automation,cd4017be.lib.DefaultItemBlock
Automation:tile.unbrStone,529,true,Automation,cd4017be.automation.Item.ItemBlockUnbreakable
Automation:tile.unbrGlass,530,true,Automation,cd4017be.lib.DefaultItemBlock
Automation:tile.lightShaft,531,true,Automation,cd4017be.lib.DefaultItemBlock
Automation:tile.light,532,true,Automation,net.minecraft.item.ItemBlock
Automation:tile.placementHelper,533,true,Automation,cd4017be.lib.DefaultItemBlock
Automation:tile.wireC,534,true,Automation,cd4017be.lib.DefaultItemBlock
Automation:tile.wireA,535,true,Automation,cd4017be.lib.DefaultItemBlock
Automation:tile.wireH,536,true,Automation,cd4017be.lib.DefaultItemBlock
Automation:tile.liquidPipe,537,true,Automation,cd4017be.automation.Item.ItemLiquidPipe
Automation:tile.itemPipe,538,true,Automation,cd4017be.automation.Item.ItemItemPipe
Automation:tile.itemWarpPipe,539,true,Automation,cd4017be.lib.DefaultItemBlock
Automation:tile.liquidWarpPipe,540,true,Automation,cd4017be.lib.DefaultItemBlock
Automation:tile.voltageTransformer,541,true,Automation,cd4017be.lib.DefaultItemBlock
Automation:tile.SCSU,542,true,Automation,cd4017be.automation.Item.ItemESU
Automation:tile.OCSU,543,true,Automation,cd4017be.automation.Item.ItemESU
Automation:tile.CCSU,544,true,Automation,cd4017be.automation.Item.ItemESU
Automation:tile.steamEngine,545,true,Automation,cd4017be.lib.DefaultItemBlock
Automation:tile.steamTurbine,546,true,Automation,cd4017be.lib.DefaultItemBlock
Automation:tile.steamGenerator,547,true,Automation,cd4017be.lib.DefaultItemBlock
Automation:tile.steamBoiler,548,true,Automation,cd4017be.lib.DefaultItemBlock
Automation:tile.lavaCooler,549,true,Automation,cd4017be.lib.DefaultItemBlock
Automation:tile.energyFurnace,550,true,Automation,cd4017be.lib.DefaultItemBlock
Automation:tile.solarpanel,551,true,Automation,cd4017be.lib.DefaultItemBlock
Automation:tile.farm,552,true,Automation,cd4017be.lib.DefaultItemBlock
Automation:tile.miner,553,true,Automation,cd4017be.lib.DefaultItemBlock
Automation:tile.magnet,554,true,Automation,cd4017be.lib.DefaultItemBlock
Automation:tile.link,555,true,Automation,cd4017be.lib.DefaultItemBlock
Automation:tile.linkHV,556,true,Automation,cd4017be.lib.DefaultItemBlock
Automation:tile.texMaker,557,true,Automation,cd4017be.lib.DefaultItemBlock
Automation:tile.builder,558,true,Automation,cd4017be.lib.DefaultItemBlock
Automation:tile.algaePool,559,true,Automation,cd4017be.lib.DefaultItemBlock
Automation:tile.teslaTransmitterLV,560,true,Automation,cd4017be.lib.DefaultItemBlock
Automation:tile.teslaTransmitter,561,true,Automation,cd4017be.lib.DefaultItemBlock
Automation:tile.teleporter,562,true,Automation,cd4017be.lib.DefaultItemBlock
Automation:tile.advancedFurnace,563,true,Automation,cd4017be.lib.DefaultItemBlock
Automation:tile.pump,564,true,Automation,cd4017be.lib.DefaultItemBlock
Automation:tile.massstorageChest,565,true,Automation,cd4017be.lib.DefaultItemBlock
Automation:tile.matterOrb,566,true,Automation,cd4017be.automation.Item.ItemMatterOrb
Automation:tile.antimatterBombE,567,true,Automation,cd4017be.automation.Item.ItemMatterOrb
Automation:tile.antimatterBombF,568,true,Automation,cd4017be.automation.Item.ItemAntimatterTank
Automation:tile.antimatterTank,569,true,Automation,cd4017be.automation.Item.ItemAntimatterTank
Automation:tile.antimatterFabricator,570,true,Automation,cd4017be.lib.DefaultItemBlock
Automation:tile.antimatterAnihilator,571,true,Automation,cd4017be.lib.DefaultItemBlock
Automation:tile.hpSolarpanel,572,true,Automation,cd4017be.lib.DefaultItemBlock
Automation:tile.autoCrafting,573,true,Automation,cd4017be.lib.DefaultItemBlock
Automation:tile.geothermalFurnace,574,true,Automation,cd4017be.lib.DefaultItemBlock
Automation:tile.steamCompressor,575,true,Automation,cd4017be.lib.DefaultItemBlock
Automation:tile.electricCompressor,576,true,Automation,cd4017be.lib.DefaultItemBlock
Automation:tile.tank,577,true,Automation,cd4017be.automation.Item.ItemTank
Automation:tile.security,578,true,Automation,cd4017be.lib.DefaultItemBlock
Automation:tile.decompCooler,579,true,Automation,cd4017be.lib.DefaultItemBlock
Automation:tile.collector,580,true,Automation,cd4017be.lib.DefaultItemBlock
Automation:tile.trash,581,true,Automation,cd4017be.lib.DefaultItemBlock
Automation:tile.electrolyser,582,true,Automation,cd4017be.lib.DefaultItemBlock
Automation:tile.fuelCell,583,true,Automation,cd4017be.lib.DefaultItemBlock
Automation:tile.detector,584,true,Automation,cd4017be.lib.DefaultItemBlock
Automation:tile.itemSorter,585,true,Automation,cd4017be.lib.DefaultItemBlock
Automation:tile.wormhole,586,true,Automation,cd4017be.automation.Item.ItemInterdimHole
Automation:tile.matterInterfaceB,587,true,Automation,cd4017be.lib.DefaultItemBlock
Automation:tile.fluidPacker,588,true,Automation,cd4017be.lib.DefaultItemBlock
Automation:tile.hugeTank,589,true,Automation,cd4017be.automation.Item.ItemHugeTank
Automation:tile.fluidVent,590,true,Automation,cd4017be.lib.DefaultItemBlock
Automation:tile.gravCond,591,true,Automation,cd4017be.lib.DefaultItemBlock
Automation:tile.itemBuffer,592,true,Automation,cd4017be.lib.DefaultItemBlock
Automation:tile.quantumTank,593,true,Automation,cd4017be.automation.Item.ItemQuantumTank
Automation:tile.vertShemGen,594,true,Automation,cd4017be.lib.DefaultItemBlock
Automation:tile.lAntimatter,595,true,Automation,net.minecraft.item.ItemBlock
Automation:tile.lNitrogenG,596,true,Automation,net.minecraft.item.ItemBlock
Automation:tile.lNitrogenL,597,true,Automation,net.minecraft.item.ItemBlock
Automation:tile.lHeliumG,598,true,Automation,net.minecraft.item.ItemBlock
Automation:tile.lHeliumL,599,true,Automation,net.minecraft.item.ItemBlock
Automation:tile.lHydrogenG,600,true,Automation,net.minecraft.item.ItemBlock
Automation:tile.lHydrogenL,601,true,Automation,net.minecraft.item.ItemBlock
Automation:tile.lOxygenG,602,true,Automation,net.minecraft.item.ItemBlock
Automation:tile.lOxygenL,603,true,Automation,net.minecraft.item.ItemBlock
ProjRed|Illumination:projectred.illumination.lamp,605,true,ProjRed|Illumination,mrtjp.core.block.ItemBlockCore
ProjRed|Illumination:projectred.illumination.airousLight,606,true,ProjRed|Illumination,mrtjp.core.block.ItemBlockCore
zettaindustries:rfmeterblock,607,true,zettaindustries,com.bymarcin.zettaindustries.mods.rfpowermeter.RFMeterItem
zettaindustries:charcoalblock,608,true,zettaindustries,net.minecraft.item.ItemBlock
zettaindustries:variableredstoneemitter,609,true,zettaindustries,net.minecraft.item.ItemBlock
minecraft:record_13,2256,false,minecraft,net.minecraft.item.ItemRecord
minecraft:record_cat,2257,false,minecraft,net.minecraft.item.ItemRecord
minecraft:record_blocks,2258,false,minecraft,net.minecraft.item.ItemRecord
minecraft:record_chirp,2259,false,minecraft,net.minecraft.item.ItemRecord
minecraft:record_far,2260,false,minecraft,net.minecraft.item.ItemRecord
minecraft:record_mall,2261,false,minecraft,net.minecraft.item.ItemRecord
minecraft:record_mellohi,2262,false,minecraft,net.minecraft.item.ItemRecord
minecraft:record_stal,2263,false,minecraft,net.minecraft.item.ItemRecord
minecraft:record_strad,2264,false,minecraft,net.minecraft.item.ItemRecord
minecraft:record_ward,2265,false,minecraft,net.minecraft.item.ItemRecord
minecraft:record_11,2266,false,minecraft,net.minecraft.item.ItemRecord
minecraft:record_wait,2267,false,minecraft,net.minecraft.item.ItemRecord
ExtrabiomesXL:extrabiomes.logturner,4096,false,ExtrabiomesXL,extrabiomes.items.LogTurner
ExtrabiomesXL:extrabiomes.dye,4097,false,ExtrabiomesXL,extrabiomes.items.ItemCustomDye
ExtrabiomesXL:extrabiomes.food,4098,false,ExtrabiomesXL,extrabiomes.items.ItemCustomFood
ExtrabiomesXL:extrabiomes.crop,4099,false,ExtrabiomesXL,extrabiomes.items.ItemCustomCrop
ExtrabiomesXL:extrabiomes.seed,4100,false,ExtrabiomesXL,extrabiomes.items.ItemCustomSeed
ExtrabiomesXL:extrabiomes.scarecrow,4101,false,ExtrabiomesXL,extrabiomes.module.fabrica.scarecrow.ItemScarecrow
ExtrabiomesXL:extrabiomes.paste,4102,false,ExtrabiomesXL,extrabiomes.module.fabrica.block.ItemPaste
IC2:itemHarz,4103,false,IC2,ic2.core.item.ItemResin
IC2:itemRubber,4104,false,IC2,ic2.core.item.ItemIC2
IC2:itemFluidCell,4105,false,IC2,ic2.core.item.ItemFluidCell
IC2:itemupgradekit,4106,false,IC2,ic2.core.item.ItemUpgradeKit
IC2:itemRecipePart,4107,false,IC2,ic2.core.item.resources.ItemRecipePart
IC2:itemCasing,4108,false,IC2,ic2.core.item.resources.ItemCasing
IC2:itemCrushedOre,4109,false,IC2,ic2.core.item.resources.ItemCrushedOre
IC2:itemPurifiedCrushedOre,4110,false,IC2,ic2.core.item.resources.ItemPurifiedCrushedOre
IC2:itemPlates,4111,false,IC2,ic2.core.item.resources.ItemPlate
IC2:itemDensePlates,4112,false,IC2,ic2.core.item.resources.ItemDensePlate
IC2:itemTurningBlanks,4113,false,IC2,ic2.core.item.resources.ItemLatheDefault
IC2:itemTurningBlanksWood,4114,false,IC2,ic2.core.item.resources.ItemLatheDefault
IC2:itemDustSmall,4115,false,IC2,ic2.core.item.resources.ItemsmallDust
IC2:itemDust,4116,false,IC2,ic2.core.item.resources.ItemDust
IC2:itemDust2,4117,false,IC2,ic2.core.item.resources.ItemDust2
IC2:itemIngot,4118,false,IC2,ic2.core.item.resources.ItemIngot
IC2:reactorLithiumCell,4119,false,IC2,ic2.core.item.reactor.ItemReactorLithiumCell
IC2:itemTritiumCell,4120,false,IC2,ic2.core.item.ItemIC2
IC2:itemUran,4121,false,IC2,ic2.core.item.ItemRadioactive
IC2:itemMOX,4122,false,IC2,ic2.core.item.ItemRadioactive
IC2:itemPlutonium,4123,false,IC2,ic2.core.item.ItemRadioactive
IC2:itemPlutoniumSmall,4124,false,IC2,ic2.core.item.ItemRadioactive
IC2:itemUran235,4125,false,IC2,ic2.core.item.ItemRadioactive
IC2:itemUran235small,4126,false,IC2,ic2.core.item.ItemRadioactive
IC2:itemUran238,4127,false,IC2,ic2.core.item.ItemRadioactive
IC2:itemFuelRod,4128,false,IC2,ic2.core.item.ItemIC2
IC2:itemRTGPellet,4129,false,IC2,ic2.core.item.ItemRadioactive
IC2:itemPartCircuit,4130,false,IC2,ic2.core.item.ItemIC2
IC2:itemPartCircuitAdv,4131,false,IC2,ic2.core.item.ItemIC2
IC2:itemPartAlloy,4132,false,IC2,ic2.core.item.ItemIC2
IC2:itemPartCarbonFibre,4133,false,IC2,ic2.core.item.ItemIC2
IC2:itemPartCarbonMesh,4134,false,IC2,ic2.core.item.ItemIC2
IC2:itemPartCarbonPlate,4135,false,IC2,ic2.core.item.ItemIC2
IC2:itemOreIridium,4136,false,IC2,ic2.core.item.ItemIC2
IC2:itemPartIridium,4137,false,IC2,ic2.core.item.ItemIC2
IC2:itemTreetap,4138,false,IC2,ic2.core.item.tool.ItemTreetap
IC2:itemToolBronzePickaxe,4139,false,IC2,ic2.core.item.tool.ItemIC2Pickaxe
IC2:itemToolBronzeAxe,4140,false,IC2,ic2.core.item.tool.ItemIC2Axe
IC2:itemToolBronzeSword,4141,false,IC2,ic2.core.item.tool.ItemIC2Sword
IC2:itemToolBronzeSpade,4142,false,IC2,ic2.core.item.tool.ItemIC2Spade
IC2:itemToolBronzeHoe,4143,false,IC2,ic2.core.item.tool.ItemIC2Hoe
IC2:itemToolWrench,4144,false,IC2,ic2.core.item.tool.ItemToolWrench
IC2:itemToolCutter,4145,false,IC2,ic2.core.item.tool.ItemToolCutter
IC2:itemFoamSprayer,4146,false,IC2,ic2.core.item.tool.ItemSprayer
IC2:itemToolbox,4147,false,IC2,ic2.core.item.ItemToolbox
IC2:itemContainmentbox,4148,false,IC2,ic2.core.item.ItemContainmentbox
IC2:itemToolForgeHammer,4149,false,IC2,ic2.core.item.tool.ItemToolHammer
IC2:itemLathingTool,4150,false,IC2,ic2.core.item.tool.ItemLathingTool
IC2:itemcrystalmemory,4151,false,IC2,ic2.core.item.ItemCrystalMemory
IC2:itemToolDrill,4152,false,IC2,ic2.core.item.tool.ItemDrillStandard
IC2:itemToolDDrill,4153,false,IC2,ic2.core.item.tool.ItemDrillDiamond
IC2:itemToolIridiumDrill,4154,false,IC2,ic2.core.item.tool.ItemDrillIridium
IC2:itemToolChainsaw,4155,false,IC2,ic2.core.item.tool.ItemElectricToolChainsaw
IC2:itemToolWrenchElectric,4156,false,IC2,ic2.core.item.tool.ItemToolWrenchElectric
IC2:itemTreetapElectric,4157,false,IC2,ic2.core.item.tool.ItemTreetapElectric
IC2:itemToolMiningLaser,4158,false,IC2,ic2.core.item.tool.ItemToolMiningLaser
IC2:itemToolMEter,4159,false,IC2,ic2.core.item.tool.ItemToolMeter
IC2:itemScanner,4160,false,IC2,ic2.core.item.tool.ItemScanner
IC2:itemScannerAdv,4161,false,IC2,ic2.core.item.tool.ItemScannerAdv
IC2:obscurator,4162,false,IC2,ic2.core.item.tool.ItemObscurator
IC2:itemFreq,4163,false,IC2,ic2.core.item.tool.ItemFrequencyTransmitter
IC2:itemNanoSaber,4164,false,IC2,ic2.core.item.tool.ItemNanoSaber
IC2:plasmaLauncher,4165,false,IC2,ic2.core.item.tool.PlasmaLauncher
IC2:windmeter,4166,false,IC2,ic2.core.item.tool.ItemWindmeter
IC2:itemArmorHazmatHelmet,4167,false,IC2,ic2.core.item.armor.ItemArmorHazmat
IC2:itemArmorHazmatChestplate,4168,false,IC2,ic2.core.item.armor.ItemArmorHazmat
IC2:itemArmorHazmatLeggings,4169,false,IC2,ic2.core.item.armor.ItemArmorHazmat
IC2:itemArmorRubBoots,4170,false,IC2,ic2.core.item.armor.ItemArmorHazmat
IC2:itemArmorBronzeHelmet,4171,false,IC2,ic2.core.item.armor.ItemArmorIC2
IC2:itemArmorBronzeChestplate,4172,false,IC2,ic2.core.item.armor.ItemArmorIC2
IC2:itemArmorBronzeLegs,4173,false,IC2,ic2.core.item.armor.ItemArmorIC2
IC2:itemArmorBronzeBoots,4174,false,IC2,ic2.core.item.armor.ItemArmorIC2
IC2:itemArmorAlloyChestplate,4175,false,IC2,ic2.core.item.armor.ItemArmorIC2
IC2:itemArmorNanoHelmet,4176,false,IC2,ic2.core.item.armor.ItemArmorNanoSuit
IC2:itemArmorNanoChestplate,4177,false,IC2,ic2.core.item.armor.ItemArmorNanoSuit
IC2:itemArmorNanoLegs,4178,false,IC2,ic2.core.item.armor.ItemArmorNanoSuit
IC2:itemArmorNanoBoots,4179,false,IC2,ic2.core.item.armor.ItemArmorNanoSuit
IC2:itemArmorQuantumHelmet,4180,false,IC2,ic2.core.item.armor.ItemArmorQuantumSuit
IC2:itemArmorQuantumChestplate,4181,false,IC2,ic2.core.item.armor.ItemArmorQuantumSuit
IC2:itemArmorQuantumLegs,4182,false,IC2,ic2.core.item.armor.ItemArmorQuantumSuit
IC2:itemArmorQuantumBoots,4183,false,IC2,ic2.core.item.armor.ItemArmorQuantumSuit
IC2:itemArmorJetpack,4184,false,IC2,ic2.core.item.armor.ItemArmorJetpack
IC2:itemArmorJetpackElectric,4185,false,IC2,ic2.core.item.armor.ItemArmorJetpackElectric
IC2:itemArmorBatpack,4186,false,IC2,ic2.core.item.armor.ItemArmorBatpack
IC2:itemArmorAdvBatpack,4187,false,IC2,ic2.core.item.armor.ItemArmorAdvBatpack
IC2:itemArmorEnergypack,4188,false,IC2,ic2.core.item.armor.ItemArmorEnergypack
IC2:itemArmorCFPack,4189,false,IC2,ic2.core.item.armor.ItemArmorCFPack
IC2:itemSolarHelmet,4190,false,IC2,ic2.core.item.armor.ItemArmorSolarHelmet
