Name,ID,Has Item,Mod,Class
ImmersiveEngineering:woodenStairs,522,true,null,blusunrize.immersiveengineering.common.blocks.wooden.BlockIEWoodenStairs
ImmersiveEngineering:stoneDevice,523,true,null,blusunrize.immersiveengineering.common.blocks.stone.BlockStoneDevices
ImmersiveEngineering:stoneDecoration,524,true,null,blusunrize.immersiveengineering.common.blocks.stone.BlockStoneDecoration
ImmersiveEngineering:hemp,525,true,null,blusunrize.immersiveengineering.common.blocks.plant.BlockIECrop
ImmersiveEngineering:fakeLight,526,true,null,blusunrize.immersiveengineering.common.blocks.BlockFakeLight
Automation:tile.ore,527,true,null,cd4017be.automation.Block.BlockOre
Automation:tile.pool,528,true,null,cd4017be.lib.TileBlock
Automation:tile.unbrStone,529,true,null,cd4017be.automation.Block.BlockUnbreakable
Automation:tile.unbrGlass,530,true,null,cd4017be.automation.Block.GlassUnbreakable
Automation:tile.lightShaft,531,true,null,cd4017be.lib.TileBlock
Automation:tile.light,532,true,null,cd4017be.automation.Block.BlockSkyLight
Automation:tile.placementHelper,533,true,null,cd4017be.automation.Block.GhostBlock
Automation:tile.wireC,534,true,null,cd4017be.lib.templates.BlockPipe
Automation:tile.wireA,535,true,null,cd4017be.lib.templates.BlockPipe
Automation:tile.wireH,536,true,null,cd4017be.lib.templates.BlockPipe
Automation:tile.liquidPipe,537,true,null,cd4017be.automation.Block.BlockLiquidPipe
Automation:tile.itemPipe,538,true,null,cd4017be.automation.Block.BlockItemPipe
Automation:tile.itemWarpPipe,539,true,null,cd4017be.lib.templates.BlockPipe
Automation:tile.liquidWarpPipe,540,true,null,cd4017be.lib.templates.BlockPipe
Automation:tile.voltageTransformer,541,true,null,cd4017be.lib.TileBlock
Automation:tile.SCSU,542,true,null,cd4017be.lib.TileBlock
Automation:tile.OCSU,543,true,null,cd4017be.lib.TileBlock
Automation:tile.CCSU,544,true,null,cd4017be.lib.TileBlock
Automation:tile.steamEngine,545,true,null,cd4017be.lib.TileBlock
Automation:tile.steamTurbine,546,true,null,cd4017be.lib.TileBlock
Automation:tile.steamGenerator,547,true,null,cd4017be.lib.TileBlock
Automation:tile.steamBoiler,548,true,null,cd4017be.lib.TileBlock
Automation:tile.lavaCooler,549,true,null,cd4017be.lib.TileBlock
Automation:tile.energyFurnace,550,true,null,cd4017be.lib.TileBlock
Automation:tile.solarpanel,551,true,null,cd4017be.lib.TileBlock
Automation:tile.farm,552,true,null,cd4017be.lib.TileBlock
Automation:tile.miner,553,true,null,cd4017be.lib.TileBlock
Automation:tile.magnet,554,true,null,cd4017be.lib.TileBlock
Automation:tile.link,555,true,null,cd4017be.lib.TileBlock
Automation:tile.linkHV,556,true,null,cd4017be.lib.TileBlock
Automation:tile.texMaker,557,true,null,cd4017be.lib.TileBlock
Automation:tile.builder,558,true,null,cd4017be.lib.TileBlock
Automation:tile.algaePool,559,true,null,cd4017be.lib.TileBlock
Automation:tile.teslaTransmitterLV,560,true,null,cd4017be.lib.TileBlock
Automation:tile.teslaTransmitter,561,true,null,cd4017be.lib.TileBlock
Automation:tile.teleporter,562,true,null,cd4017be.lib.TileBlock
Automation:tile.advancedFurnace,563,true,null,cd4017be.lib.TileBlock
Automation:tile.pump,564,true,null,cd4017be.lib.TileBlock
Automation:tile.massstorageChest,565,true,null,cd4017be.lib.TileBlock
Automation:tile.matterOrb,566,true,null,cd4017be.lib.TileBlock
Automation:tile.antimatterBombE,567,true,null,cd4017be.lib.TileBlock
Automation:tile.antimatterBombF,568,true,null,cd4017be.lib.TileBlock
Automation:tile.antimatterTank,569,true,null,cd4017be.lib.TileBlock
Automation:tile.antimatterFabricator,570,true,null,cd4017be.lib.TileBlock
Automation:tile.antimatterAnihilator,571,true,null,cd4017be.lib.TileBlock
Automation:tile.hpSolarpanel,572,true,null,cd4017be.lib.TileBlock
Automation:tile.autoCrafting,573,true,null,cd4017be.lib.TileBlock
Automation:tile.geothermalFurnace,574,true,null,cd4017be.lib.TileBlock
Automation:tile.steamCompressor,575,true,null,cd4017be.lib.TileBlock
Automation:tile.electricCompressor,576,true,null,cd4017be.lib.TileBlock
Automation:tile.tank,577,true,null,cd4017be.lib.TileBlock
Automation:tile.security,578,true,null,cd4017be.lib.TileBlock
Automation:tile.decompCooler,579,true,null,cd4017be.lib.TileBlock
Automation:tile.collector,580,true,null,cd4017be.lib.TileBlock
Automation:tile.trash,581,true,null,cd4017be.lib.TileBlock
Automation:tile.electrolyser,582,true,null,cd4017be.lib.TileBlock
Automation:tile.fuelCell,583,true,null,cd4017be.lib.TileBlock
Automation:tile.detector,584,true,null,cd4017be.lib.TileBlock
Automation:tile.itemSorter,585,true,null,cd4017be.lib.TileBlock
Automation:tile.wormhole,586,true,null,cd4017be.lib.TileBlock
Automation:tile.matterInterfaceB,587,true,null,cd4017be.lib.TileBlock
Automation:tile.fluidPacker,588,true,null,cd4017be.lib.TileBlock
Automation:tile.hugeTank,589,true,null,cd4017be.lib.TileBlock
Automation:tile.fluidVent,590,true,null,cd4017be.lib.TileBlock
Automation:tile.gravCond,591,true,null,cd4017be.lib.TileBlock
Automation:tile.itemBuffer,592,true,null,cd4017be.lib.TileBlock
Automation:tile.quantumTank,593,true,null,cd4017be.lib.TileBlock
Automation:tile.vertShemGen,594,true,null,cd4017be.lib.TileBlock
Automation:tile.lAntimatter,595,true,null,cd4017be.lib.templates.BlockSuperfluid
Automation:tile.lNitrogenG,596,true,null,cd4017be.lib.templates.BlockSuperfluid
Automation:tile.lNitrogenL,597,true,null,cd4017be.lib.templates.BlockSuperfluid
Automation:tile.lHeliumG,598,true,null,cd4017be.lib.templates.BlockSuperfluid
Automation:tile.lHeliumL,599,true,null,cd4017be.lib.templates.BlockSuperfluid
Automation:tile.lHydrogenG,600,true,null,cd4017be.lib.templates.BlockSuperfluid
Automation:tile.lHydrogenL,601,true,null,cd4017be.lib.templates.BlockSuperfluid
Automation:tile.lOxygenG,602,true,null,cd4017be.lib.templates.BlockSuperfluid
Automation:tile.lOxygenL,603,true,null,cd4017be.lib.templates.BlockSuperfluid
ForgeMultipart:block,604,false,null,codechicken.multipart.BlockMultipart
ProjRed|Illumination:projectred.illumination.lamp,605,true,null,mrtjp.projectred.illumination.BlockLamp
ProjRed|Illumination:projectred.illumination.airousLight,606,true,null,mrtjp.projectred.illumination.BlockAirousLight
zettaindustries:rfmeterblock,607,true,null,com.bymarcin.zettaindustries.mods.rfpowermeter.RFMeterBlock
zettaindustries:charcoalblock,608,true,null,com.bymarcin.zettaindustries.mods.battery.block.CharcoalBlock
zettaindustries:variableredstoneemitter,609,true,null,com.bymarcin.zettaindustries.mods.vanillautils.block.VariableRedstoneEmitter
